time,pm2_5 (μg/m³),pm10 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI),european_aqi_pm2_5 (EAQI),us_aqi (USAQI),us_aqi_pm2_5 (USAQI)
2022-08-24T12:00,38.8,56.1,406.0,11.4,20.5,149.0,75,75,120,120
2022-08-24T13:00,42.4,61.2,480.0,16.2,23.1,163.0,75,75,122,122
2022-08-24T14:00,47.3,68.2,543.0,18.8,26.5,184.0,76,76,124,124
2022-08-24T15:00,54.7,78.9,614.0,21.2,30.8,209.0,76,76,125,125
2022-08-24T16:00,59.1,85.0,675.0,23.0,34.0,226.0,77,77,127,127
2022-08-24T17:00,56.2,81.0,667.0,22.4,32.5,216.0,78,78,139,129
2022-08-24T18:00,54.8,78.9,631.0,20.6,29.1,194.0,78,78,163,130
2022-08-24T19:00,82.7,118.5,869.0,38.0,45.0,138.0,78,78,174,130
2022-08-24T20:00,97.1,139.2,919.0,37.8,46.3,127.0,78,78,173,132
2022-08-24T21:00,99.2,142.0,989.0,37.3,48.2,112.0,79,79,170,135
2022-08-24T22:00,105.5,150.9,1061.0,36.8,49.8,93.0,81,81,162,138
2022-08-24T23:00,110.8,158.8,1073.0,36.0,49.3,83.0,82,82,146,143
2022-08-25T00:00,113.6,163.0,1066.0,35.1,48.0,74.0,84,84,149,149
2022-08-25T01:00,118.7,170.0,1060.0,34.8,46.5,62.0,86,86,151,151
2022-08-25T02:00,122.9,175.6,1081.0,36.5,46.7,52.0,89,89,153,153
2022-08-25T03:00,124.3,177.4,1111.0,39.2,47.5,42.0,92,92,155,155
2022-08-25T04:00,129.5,184.9,1114.0,40.3,45.8,34.0,95,95,157,157
2022-08-25T05:00,129.9,185.3,1070.0,37.7,40.7,33.0,97,97,159,159
2022-08-25T06:00,115.7,165.3,1000.0,33.0,33.3,35.0,100,100,161,161
2022-08-25T07:00,118.7,170.0,1095.0,34.5,42.0,46.0,103,103,162,162
2022-08-25T08:00,97.1,138.8,954.0,26.8,34.2,70.0,105,105,164,164
2022-08-25T09:00,70.1,100.4,754.0,15.9,23.4,103.0,107,107,165,165
2022-08-25T10:00,49.2,70.5,567.0,8.8,14.5,132.0,109,109,166,166
2022-08-25T11:00,42.3,60.8,573.0,16.2,18.1,126.0,109,109,166,166
2022-08-25T12:00,43.9,62.9,650.0,30.0,26.8,105.0,109,109,166,166
2022-08-25T13:00,41.6,59.5,731.0,44.3,35.5,81.0,110,110,167,167
2022-08-25T14:00,36.6,52.4,713.0,45.5,35.1,75.0,109,109,167,167
2022-08-25T15:00,34.3,49.2,668.0,42.8,31.9,73.0,109,109,166,166
2022-08-25T16:00,31.4,45.1,645.0,41.2,28.4,68.0,108,108,166,166
2022-08-25T17:00,34.7,49.7,706.0,46.5,29.1,59.0,108,108,165,165
2022-08-25T18:00,39.1,56.0,802.0,54.4,30.9,49.0,107,107,165,165
2022-08-25T19:00,31.1,44.5,629.0,47.3,13.7,42.0,106,106,164,164
2022-08-25T20:00,36.6,52.3,592.0,42.6,11.8,44.0,105,105,163,163
2022-08-25T21:00,36.6,52.2,539.0,35.8,9.1,47.0,103,103,162,162
2022-08-25T22:00,30.0,43.0,472.0,27.7,6.2,50.0,100,100,161,161
2022-08-25T23:00,27.2,39.0,436.0,23.9,5.7,50.0,98,98,159,159
2022-08-26T00:00,22.8,32.8,404.0,21.0,5.9,48.0,95,95,157,157
2022-08-26T01:00,16.4,23.8,361.0,16.8,6.1,48.0,92,92,155,155
2022-08-26T02:00,10.2,15.1,319.0,12.2,5.5,52.0,89,89,153,153
2022-08-26T03:00,8.0,12.0,274.0,7.2,4.7,59.0,85,85,150,150
2022-08-26T04:00,7.9,12.1,233.0,3.0,3.9,65.0,81,81,140,140
2022-08-26T05:00,7.9,12.1,229.0,3.0,3.8,64.0,77,77,127,127
2022-08-26T06:00,8.0,12.3,240.0,5.0,3.9,61.0,73,73,114,114
2022-08-26T07:00,7.4,11.1,281.0,9.4,4.6,55.0,69,69,103,103
2022-08-26T08:00,8.3,12.4,292.0,12.8,5.2,50.0,66,66,93,93
2022-08-26T09:00,9.8,14.6,308.0,17.6,6.2,42.0,63,63,85,85
2022-08-26T10:00,11.7,17.5,336.0,23.1,8.6,33.0,61,61,80,80
2022-08-26T11:00,14.6,21.7,366.0,25.3,12.1,29.0,57,57,76,76
2022-08-26T12:00,17.7,26.3,400.0,26.7,16.5,26.0,53,53,74,74
2022-08-26T13:00,18.6,27.5,438.0,28.2,21.1,24.0,48,48,71,71
2022-08-26T14:00,18.8,27.8,456.0,29.2,22.6,25.0,44,44,69,69
2022-08-26T15:00,17.2,25.6,467.0,30.1,23.2,26.0,42,42,68,68
2022-08-26T16:00,15.4,22.9,464.0,31.3,22.2,27.0,39,39,66,66
2022-08-26T17:00,14.3,21.4,439.0,32.9,19.6,23.0,38,38,65,65
2022-08-26T18:00,13.9,20.9,401.0,34.8,15.8,18.0,36,36,63,63
2022-08-26T19:00,13.6,20.3,357.0,35.1,15.4,20.0,34,34,61,61
2022-08-26T20:00,13.4,20.2,353.0,34.0,14.2,17.0,33,33,59,59
2022-08-26T21:00,13.4,20.3,348.0,32.5,12.6,13.0,31,31,57,57
2022-08-26T22:00,14.0,21.3,334.0,29.6,10.5,10.0,29,29,55,55
2022-08-26T23:00,14.9,22.6,315.0,26.2,9.1,12.0,28,28,54,54
2022-08-27T00:00,14.3,21.6,291.0,22.2,7.7,17.0,27,27,53,53
2022-08-27T01:00,13.7,20.7,263.0,17.5,6.4,22.0,26,26,52,52
2022-08-27T02:00,13.3,20.1,246.0,15.0,6.2,22.0,26,26,52,52
2022-08-27T03:00,13.2,19.8,231.0,13.1,6.4,22.0,26,26,52,52
2022-08-27T04:00,13.4,20.1,227.0,11.5,6.9,20.0,26,26,52,52
2022-08-27T05:00,14.1,21.0,244.0,11.4,6.9,16.0,27,27,53,53
2022-08-27T06:00,15.8,23.3,274.0,12.1,6.9,11.0,27,27,53,53
2022-08-27T07:00,13.6,20.1,269.0,10.7,6.9,19.0,28,28,54,54
2022-08-27T08:00,13.5,20.1,271.0,10.4,8.2,32.0,28,28,55,55
2022-08-27T09:00,11.7,17.3,273.0,10.1,10.0,50.0,29,29,55,55
2022-08-27T10:00,13.7,19.8,288.0,10.1,12.6,78.0,31,29,55,55
2022-08-27T11:00,18.8,27.1,316.0,10.6,14.8,103.0,42,29,56,56
2022-08-27T12:00,24.3,34.9,353.0,11.2,17.0,130.0,60,30,56,56
2022-08-27T13:00,28.3,40.6,392.0,12.4,19.5,158.0,65,30,56,56
2022-08-27T14:00,30.6,43.9,397.0,12.1,20.1,168.0,67,31,57,57
2022-08-27T15:00,32.5,46.4,390.0,11.6,20.2,172.0,68,32,58,58
2022-08-27T16:00,31.7,45.4,405.0,15.4,20.9,162.0,66,33,60,60
2022-08-27T17:00,32.4,46.3,460.0,25.9,22.5,136.0,61,34,84,61
2022-08-27T18:00,34.6,49.5,536.0,40.3,24.7,97.0,39,36,102,63
2022-08-27T19:00,35.9,51.7,541.0,49.2,23.0,54.0,38,38,106,65
2022-08-27T20:00,30.6,44.4,514.0,47.1,21.4,43.0,40,40,96,67
2022-08-27T21:00,24.3,35.4,476.0,44.0,19.0,26.0,42,42,77,68
2022-08-27T22:00,20.8,30.4,435.0,40.2,16.4,9.0,44,44,69,69
2022-08-27T23:00,20.1,29.5,425.0,38.2,15.7,4.0,45,45,70,70
2022-08-28T00:00,21.3,31.2,424.0,36.5,15.6,2.0,46,46,70,70
2022-08-28T01:00,23.4,34.3,426.0,34.3,15.9,2.0,47,47,71,71
2022-08-28T02:00,23.5,34.6,424.0,32.5,16.6,2.0,49,49,72,72
2022-08-28T03:00,27.1,39.8,423.0,30.6,17.6,3.0,50,50,73,73
2022-08-28T04:00,31.0,45.5,427.0,28.4,18.7,6.0,53,53,74,74
2022-08-28T05:00,33.3,48.9,440.0,27.5,18.9,6.0,56,56,75,75
2022-08-28T06:00,33.8,49.5,457.0,27.0,18.7,7.0,59,59,77,77
2022-08-28T07:00,34.0,49.8,458.0,24.0,19.2,15.0,60,60,79,79
2022-08-28T08:00,23.3,34.8,433.0,21.2,18.8,32.0,61,61,80,80
2022-08-28T09:00,24.3,36.0,397.0,17.1,18.3,57.0,61,61,81,81
2022-08-28T10:00,27.2,39.9,366.0,12.9,18.0,91.0,62,62,82,82
2022-08-28T11:00,31.9,46.4,372.0,11.7,18.6,116.0,62,62,84,84
2022-08-28T12:00,34.1,49.5,391.0,11.6,19.5,143.0,63,63,85,85
2022-08-28T13:00,36.1,52.3,412.0,12.1,20.6,166.0,67,63,86,86
2022-08-28T14:00,36.6,53.0,409.0,12.1,21.0,170.0,67,63,86,86
2022-08-28T15:00,35.0,50.6,399.0,12.4,21.2,166.0,67,63,87,87
2022-08-28T16:00,33.5,48.7,397.0,15.4,21.5,150.0,64,64,87,87
2022-08-28T17:00,32.8,47.8,419.0,21.9,22.2,127.0,64,64,92,87
2022-08-28T18:00,32.4,47.4,453.0,30.6,23.0,95.0,64,64,107,87
2022-08-28T19:00,37.3,54.4,509.0,37.7,26.5,77.0,64,64,108,87
2022-08-28T20:00,31.5,46.6,477.0,35.4,24.0,64.0,64,64,99,87
2022-08-28T21:00,25.3,37.7,432.0,32.0,20.4,45.0,64,64,87,87
2022-08-28T22:00,20.5,31.0,376.0,28.0,16.4,25.0,64,64,87,87
2022-08-28T23:00,17.8,27.0,347.0,25.9,14.8,19.0,64,64,87,87
2022-08-29T00:00,16.5,25.0,324.0,24.2,13.9,16.0,64,64,87,87
2022-08-29T01:00,16.2,24.4,299.0,22.1,13.3,15.0,63,63,87,87
2022-08-29T02:00,16.5,24.8,286.0,20.6,13.2,14.0,63,63,86,86
2022-08-29T03:00,17.2,25.7,277.0,19.2,13.6,14.0,63,63,85,85
2022-08-29T04:00,17.6,26.3,270.0,17.6,13.9,15.0,63,63,85,85
2022-08-29T05:00,17.8,26.7,270.0,16.7,13.9,15.0,62,62,83,83
2022-08-29T06:00,18.6,27.8,275.0,16.0,13.9,16.0,62,62,82,82
2022-08-29T07:00,17.0,25.6,275.0,12.9,15.1,25.0,61,61,81,81
2022-08-29T08:00,14.2,21.8,267.0,11.6,14.4,31.0,61,61,79,79
2022-08-29T09:00,12.1,18.6,256.0,9.8,13.5,40.0,60,60,78,78
2022-08-29T10:00,14.8,22.4,253.0,8.4,13.3,55.0,59,59,77,77
2022-08-29T11:00,18.2,27.2,272.0,9.1,14.9,69.0,57,57,76,76
2022-08-29T12:00,21.2,31.5,302.0,10.8,17.2,86.0,55,55,75,75
2022-08-29T13:00,25.1,37.1,333.0,12.8,19.9,104.0,53,53,74,74
2022-08-29T14:00,27.2,40.3,335.0,12.6,20.4,114.0,51,51,73,73
2022-08-29T15:00,26.8,39.6,329.0,12.1,20.4,121.0,54,49,72,72
2022-08-29T16:00,26.5,39.3,336.0,14.4,20.5,120.0,53,48,71,71
2022-08-29T17:00,27.4,40.5,372.0,21.6,21.5,105.0,47,47,71,71
2022-08-29T18:00,29.3,43.3,422.0,31.5,22.7,80.0,46,46,70,70
2022-08-29T19:00,40.4,59.1,484.0,31.0,32.5,69.0,45,45,70,70
2022-08-29T20:00,33.8,49.7,433.0,27.8,28.6,59.0,46,46,70,70
2022-08-29T21:00,27.3,40.5,361.0,23.1,23.1,45.0,46,46,70,70
2022-08-29T22:00,23.3,34.8,282.0,18.1,17.0,29.0,47,47,71,71
2022-08-29T23:00,21.2,31.8,255.0,16.6,14.6,22.0,47,47,71,71
2022-08-30T00:00,19.9,29.7,242.0,16.1,13.1,18.0,48,48,71,71
2022-08-30T01:00,19.8,29.3,235.0,16.0,12.1,13.0,48,48,71,71
2022-08-30T02:00,20.1,29.7,236.0,16.6,12.0,10.0,49,49,72,72
2022-08-30T03:00,21.1,31.0,242.0,17.5,12.4,8.0,49,49,72,72
2022-08-30T04:00,22.4,32.9,244.0,17.6,12.7,7.0,50,50,72,72
2022-08-30T05:00,23.1,33.8,232.0,15.6,12.1,8.0,51,51,73,73
2022-08-30T06:00,23.6,34.6,214.0,12.6,11.2,11.0,52,52,73,73
2022-08-30T07:00,26.7,39.1,283.0,11.0,14.6,11.0,53,53,74,74
2022-08-30T08:00,17.4,25.9,249.0,9.1,12.2,18.0,54,54,75,75
2022-08-30T09:00,13.2,19.7,201.0,6.6,9.0,28.0,55,55,75,75
2022-08-30T10:00,13.9,20.8,173.0,4.9,7.3,47.0,55,55,75,75
2022-08-30T11:00,17.3,25.7,208.0,6.6,10.1,66.0,55,55,75,75
2022-08-30T12:00,22.8,33.5,272.0,9.8,14.9,89.0,55,55,75,75
2022-08-30T13:00,29.4,43.0,354.0,13.9,21.2,117.0,55,55,75,75
2022-08-30T14:00,35.2,51.2,396.0,15.7,24.5,136.0,61,56,75,75
2022-08-30T15:00,40.4,58.7,433.0,17.1,27.5,153.0,64,57,76,76
2022-08-30T16:00,43.5,63.1,480.0,20.6,31.1,158.0,65,59,77,77
2022-08-30T17:00,47.4,68.7,525.0,26.5,34.3,139.0,62,60,79,79
2022-08-30T18:00,50.8,73.6,571.0,33.8,37.5,106.0,61,61,81,81
2022-08-30T19:00,55.2,79.9,582.0,35.2,38.8,90.0,62,62,82,82
2022-08-30T20:00,53.0,76.8,533.0,32.6,35.8,76.0,62,62,84,84
2022-08-30T21:00,46.3,67.3,463.0,29.0,31.2,57.0,63,63,85,85
2022-08-30T22:00,36.9,53.8,378.0,24.6,25.5,34.0,64,64,87,87
2022-08-30T23:00,28.9,42.1,332.0,22.5,21.6,24.0,64,64,88,88
2022-08-31T00:00,24.0,34.9,294.0,20.8,18.0,17.0,64,64,89,89
2022-08-31T01:00,22.5,32.7,258.0,19.3,14.6,10.0,64,64,89,89
2022-08-31T02:00,22.9,33.2,249.0,19.1,13.6,6.0,65,65,90,90
2022-08-31T03:00,23.5,34.0,251.0,19.6,13.8,4.0,65,65,90,90
2022-08-31T04:00,23.8,34.6,255.0,19.4,14.1,3.0,65,65,90,90
2022-08-31T05:00,25.8,37.5,256.0,17.8,13.9,3.0,65,65,90,90
2022-08-31T06:00,31.3,45.2,257.0,15.4,13.8,4.0,65,65,90,90
2022-08-31T07:00,24.5,35.5,260.0,12.1,13.6,11.0,65,65,91,91
2022-08-31T08:00,17.1,25.0,236.0,11.2,11.9,14.0,65,65,91,91
2022-08-31T09:00,13.3,19.6,202.0,10.0,9.4,20.0,65,65,91,91
2022-08-31T10:00,14.5,21.4,185.0,9.2,8.3,34.0,65,65,91,91
2022-08-31T11:00,17.9,26.2,215.0,10.1,10.8,55.0,65,65,91,91
2022-08-31T12:00,23.8,34.7,268.0,11.7,15.1,81.0,65,65,91,91
2022-08-31T13:00,28.9,42.1,337.0,14.1,20.5,113.0,65,65,91,91
2022-08-31T14:00,35.9,52.0,375.0,15.1,23.6,133.0,65,65,91,91
2022-08-31T15:00,42.0,61.0,410.0,16.2,26.5,150.0,65,65,91,91
2022-08-31T16:00,43.8,63.6,458.0,19.5,29.5,157.0,65,65,91,91
2022-08-31T17:00,48.8,70.5,503.0,25.4,30.9,139.0,65,65,91,91
2022-08-31T18:00,50.1,72.4,550.0,33.1,31.6,108.0,65,65,91,91
2022-08-31T19:00,67.5,97.3,661.0,36.7,43.8,101.0,65,65,91,91
2022-08-31T20:00,71.7,103.4,661.0,36.0,43.0,90.0,66,66,92,92
2022-08-31T21:00,74.7,107.8,661.0,35.0,41.8,74.0,66,66,94,94
2022-08-31T22:00,78.5,113.2,651.0,33.2,38.3,56.0,67,67,97,97
2022-08-31T23:00,78.9,113.9,636.0,31.3,33.5,50.0,69,69,100,100
2022-09-01T00:00,71.5,103.1,616.0,29.0,27.2,47.0,70,70,106,106
2022-09-01T01:00,62.4,89.9,565.0,25.5,19.5,45.0,72,72,111,111
2022-09-01T02:00,49.2,71.0,493.0,21.8,15.0,45.0,73,73,115,115
2022-09-01T03:00,36.6,52.9,401.0,17.6,11.1,46.0,74,74,117,117
2022-09-01T04:00,28.7,41.6,306.0,13.2,7.3,47.0,74,74,119,119
2022-09-01T05:00,26.1,37.7,278.0,11.8,6.2,47.0,75,75,119,119
2022-09-01T06:00,26.5,38.2,273.0,11.2,6.3,47.0,75,75,119,119
2022-09-01T07:00,20.8,29.9,263.0,9.6,5.1,54.0,74,74,119,119
2022-09-01T08:00,19.4,27.9,266.0,9.9,5.4,56.0,74,74,118,118
2022-09-01T09:00,16.8,24.0,270.0,10.5,6.1,58.0,74,74,119,119
2022-09-01T10:00,18.0,25.8,295.0,12.2,8.2,64.0,74,74,119,119
2022-09-01T11:00,17.9,25.6,342.0,15.1,12.1,72.0,75,75,119,119
2022-09-01T12:00,17.1,24.3,405.0,18.7,17.2,82.0,75,75,119,119
2022-09-01T13:00,18.8,26.8,470.0,22.2,22.5,95.0,74,74,119,119
2022-09-01T14:00,21.6,30.9,488.0,22.8,24.1,105.0,74,74,118,118
2022-09-01T15:00,24.9,35.5,490.0,22.1,24.5,114.0,74,74,116,116
2022-09-01T16:00,25.6,36.7,481.0,20.8,23.3,118.0,73,73,114,114
2022-09-01T17:00,22.8,32.6,467.0,20.0,20.5,107.0,72,72,113,113
2022-09-01T18:00,24.2,34.6,446.0,18.9,16.5,89.0,72,72,110,110
2022-09-01T19:00,25.7,36.8,423.0,23.0,9.1,61.0,71,71,107,107
2022-09-01T20:00,29.0,41.4,440.0,24.4,8.4,58.0,69,69,103,103
2022-09-01T21:00,30.3,43.2,464.0,26.1,7.3,54.0,68,68,99,99
2022-09-01T22:00,30.9,44.0,476.0,26.6,6.1,50.0,66,66,95,95
2022-09-01T23:00,26.1,37.3,452.0,23.9,5.4,51.0,65,65,90,90
2022-09-02T00:00,22.5,32.1,412.0,19.5,4.9,54.0,63,63,86,86
2022-09-02T01:00,21.8,31.1,369.0,14.8,4.6,56.0,61,61,81,81
2022-09-02T02:00,21.6,30.9,360.0,13.4,4.7,55.0,60,60,78,78
2022-09-02T03:00,21.5,30.7,361.0,13.0,5.2,53.0,56,56,75,75
2022-09-02T04:00,21.2,30.4,367.0,12.8,5.7,51.0,53,53,74,74
2022-09-02T05:00,21.5,30.6,372.0,12.6,5.7,48.0,52,52,73,73
2022-09-02T06:00,22.2,31.8,380.0,12.4,5.5,45.0,51,51,73,73
2022-09-02T07:00,18.5,26.3,347.0,9.9,5.2,57.0,50,50,73,73
2022-09-02T08:00,17.9,25.6,343.0,8.7,5.6,71.0,50,50,72,72
2022-09-02T09:00,18.5,26.4,338.0,7.1,6.1,91.0,50,50,72,72
2022-09-02T10:00,21.1,30.2,341.0,5.7,7.7,118.0,52,50,72,72
2022-09-02T11:00,23.6,33.6,359.0,6.2,9.9,137.0,61,51,73,73
2022-09-02T12:00,26.8,38.2,385.0,7.3,12.9,155.0,65,51,73,73
2022-09-02T13:00,30.0,42.8,415.0,8.9,16.0,173.0,68,53,74,74
2022-09-02T14:00,32.5,46.3,424.0,9.4,17.1,181.0,69,55,75,75
2022-09-02T15:00,34.6,49.4,427.0,9.9,17.7,185.0,70,57,76,76
2022-09-02T16:00,37.5,53.6,438.0,12.4,18.1,178.0,69,58,103,77
2022-09-02T17:00,37.8,54.1,461.0,17.8,18.9,156.0,65,60,126,78
2022-09-02T18:00,38.4,54.8,491.0,25.0,19.5,123.0,61,61,139,79
2022-09-02T19:00,54.8,78.5,687.0,42.5,28.3,96.0,61,61,140,80
2022-09-02T20:00,58.8,84.1,686.0,41.3,26.9,89.0,62,62,132,83
2022-09-02T21:00,63.3,90.3,685.0,39.6,24.9,79.0,63,63,118,86
2022-09-02T22:00,61.9,88.5,663.0,35.8,21.8,70.0,64,64,98,89
2022-09-02T23:00,52.5,75.0,614.0,30.7,18.9,70.0,65,65,91,91
2022-09-03T00:00,48.1,68.7,548.0,24.3,15.5,74.0,66,66,94,94
2022-09-03T01:00,45.4,65.0,488.0,18.1,12.6,76.0,67,67,96,96
2022-09-03T02:00,45.9,65.4,491.0,17.6,13.1,71.0,68,68,98,98
2022-09-03T03:00,53.9,77.1,518.0,19.1,14.8,64.0,68,68,100,100
2022-09-03T04:00,55.9,79.9,546.0,20.5,16.5,57.0,70,70,104,104
2022-09-03T05:00,57.0,81.5,545.0,19.8,15.9,55.0,71,71,107,107
2022-09-03T06:00,58.2,83.1,536.0,18.3,14.6,54.0,72,72,111,111
2022-09-03T07:00,51.9,74.3,559.0,14.4,13.9,73.0,73,73,115,115
2022-09-03T08:00,47.5,67.8,539.0,12.3,14.1,95.0,74,74,118,118
2022-09-03T09:00,43.0,61.5,511.0,9.4,14.6,126.0,75,75,121,121
2022-09-03T10:00,43.5,62.4,491.0,6.9,15.8,165.0,76,76,124,124
2022-09-03T11:00,44.8,64.0,505.0,7.2,17.6,189.0,77,77,126,126
2022-09-03T12:00,48.8,69.8,534.0,8.7,19.9,212.0,77,77,128,128
2022-09-03T13:00,52.6,75.2,568.0,11.1,23.0,232.0,79,78,131,131
2022-09-03T14:00,52.6,75.4,571.0,12.3,25.0,239.0,80,79,133,133
2022-09-03T15:00,52.4,75.0,566.0,13.5,26.9,239.0,80,80,150,135
